"inventory_id","part_num","color_id","quantity"
58,"12825",72,4
58,"12939",71,2
58,"13731",320,2
58,"13731",72,4
58,"15068",72,5
58,"15068",378,15
58,"15068",0,6
58,"15207",71,2
58,"15459",71,2
58,"15573",71,2
58,"16477",47,1
58,"16497",1,1
58,"18741",9999,1
58,"19159",0,2
58,"2357",320,6
58,"23786pr0001",28,1
58,"2412b",0,3
58,"2412b",179,4
58,"2412b",72,10
58,"2412b",71,13
58,"2419",72,1
58,"2420",19,11
58,"2420",71,6
58,"2420",320,2
58,"2431",71,2
58,"2431",288,2
58,"2445",0,4
58,"2445",72,7
58,"2450",71,4
58,"2450",320,8
58,"2456",2,2
58,"2465",0,1
58,"2540",72,3
58,"2555",0,17
58,"2639",72,4
58,"2654",19,5
58,"2654",72,1
58,"2730",71,8
58,"2730",0,4
58,"2780",0,103
58,"2780",0,7
58,"2817",71,8
58,"2825",4,2
58,"3001",71,1
58,"3001",19,5
58,"3001",0,2
58,"3001",72,12
58,"3002",25,1
58,"3002",72,4
58,"3002",0,2
58,"3003",72,6
58,"3003",320,2
58,"3003",272,1
58,"3004",320,11
58,"3004",71,2
58,"3004",288,4
58,"3005",71,4
58,"3006",19,1
58,"3007",71,2
58,"3008",71,2
58,"3009",71,1
58,"3010",19,1
58,"3010",0,4
58,"3010",72,2
58,"30165",0,2
58,"3020",72,10
58,"3020",320,8
58,"3020",0,3
58,"3021",0,2
58,"3021",71,9
58,"3021",19,32
58,"3022",72,17
58,"3022",320,9
58,"3022",15,6
58,"3023",28,85
58,"3023",72,1
58,"3023",320,4
58,"3023",71,12
58,"3023",0,8
58,"30237b",71,2
58,"3024",71,1
58,"3024",320,8
58,"3024",72,1
58,"3024",0,1
58,"3024",0,4
58,"3024",1,6
58,"3024",1,2
58,"3024",71,4
58,"3024",72,2
58,"3024",320,2
58,"3029",72,1
58,"3029",71,1
58,"3030",72,2
58,"3030",71,1
58,"3031",2,3
58,"3031",72,4
58,"3032",72,4
58,"3034",71,6
58,"3034",0,1
58,"3034",19,2
58,"3035",71,2
58,"3035",72,1
58,"3035",0,2
58,"3036",0,1
58,"30363",0,1
58,"30363",72,5
58,"30363",320,2
58,"30374",71,2
58,"30377",71,4
58,"30377",71,2
58,"30383",72,2
58,"3039",71,4
58,"3039",320,6
