"id","creation_date","question_id","score"
51808055,2018-08-12,51807913,6
51808902,2018-08-12,14806705,0
51809128,2018-08-12,51808114,1
51809179,2018-08-12,51809149,1
51809220,2018-08-12,51809149,2
51809264,2018-08-12,51809149,2
51809288,2018-08-12,51809253,2
51809300,2018-08-12,51809149,1
51809319,2018-08-12,51732282,0
51809323,2018-08-12,51809253,3
51809495,2018-08-12,51809438,0
51809827,2018-08-12,51809673,1
51810102,2018-08-12,51803162,2
51810104,2018-08-12,51810093,4
51810211,2018-08-12,51757806,3
51810301,2018-08-12,51807732,0
51810423,2018-08-12,51810370,2
51810467,2018-08-12,51785439,1
51810659,2018-08-12,51810338,0
51810814,2018-08-12,51796317,2
51810858,2018-08-12,51810852,4
51810918,2018-08-12,51810783,1
51810938,2018-08-12,51804842,3
51811063,2018-08-12,51810783,1
51811082,2018-08-12,51810821,4
51811257,2018-08-12,51811215,3
51811260,2018-08-12,51811215,2
51811354,2018-08-12,51810643,0
51811430,2018-08-12,51811215,1
51811578,2018-08-12,51802834,2
51811781,2018-08-12,51794262,2
51811982,2018-08-12,51811519,2
51812109,2018-08-12,51636139,1
51812140,2018-08-12,51810821,0
51812162,2018-08-12,48120697,0
51812220,2018-08-12,9617348,1
51812271,2018-08-12,50933535,1
51812277,2018-08-12,51811519,6
51812282,2018-08-12,51812182,2
51812307,2018-08-12,30562819,0
51812477,2018-08-12,32151806,0
51812566,2018-08-12,51812484,2
51812665,2018-08-12,51757806,0
51812793,2018-08-12,51811777,0
51812802,2018-08-12,51780437,3
51812932,2018-08-12,51812664,5
51812980,2018-08-12,51812664,1
51813084,2018-08-12,51811006,0
51813337,2018-08-12,51812986,1
51813436,2018-08-12,51812311,5
51813453,2018-08-12,51804002,0
51813485,2018-08-12,51813445,6
51813537,2018-08-12,51813356,0
51813538,2018-08-12,51813356,0
51813607,2018-08-12,51813502,0
51813796,2018-08-12,51804461,1
51813866,2018-08-13,51813502,0
51813880,2018-08-13,51798552,2
51813895,2018-08-13,51813835,2
51814013,2018-08-13,51813835,3
51814169,2018-08-13,51814151,14
51814262,2018-08-13,51813502,4
51814444,2018-08-13,50586097,0
51814457,2018-08-13,46396417,1
51814467,2018-08-13,51814264,1
51814572,2018-08-13,51814549,4
51814578,2018-08-13,51792886,3
51814622,2018-08-13,51814264,1
51814637,2018-08-13,44782477,1
51814643,2018-08-13,13239639,0
51814766,2018-08-13,51814410,1
51814784,2018-08-13,39755922,1
51814818,2018-08-13,51814264,1
51814851,2018-08-13,51813726,-1
51814901,2018-08-13,51794400,2
51815053,2018-08-13,51814959,0
51815064,2018-08-13,51707582,4
51815094,2018-08-13,51814959,1
51815184,2018-08-13,51814298,0
51815245,2018-08-13,51815205,1
51815326,2018-08-13,51814298,1
51815339,2018-08-13,42237268,0
51815395,2018-08-13,51815336,1
51815939,2018-08-13,19608501,0
51815963,2018-08-13,50836404,0
51816007,2018-08-13,51815854,1
51816105,2018-08-13,51641469,1
51816112,2018-08-13,51814278,0
51816292,2018-08-13,51816252,1
51816328,2018-08-13,51814959,1
51816542,2018-08-13,51814298,1
51816846,2018-08-13,41523761,0
51816892,2018-08-13,51816789,1
51816921,2018-08-13,51816789,0
51817076,2018-08-13,51817048,1
51817170,2018-08-13,51817048,1
51817452,2018-08-13,51816309,0
51817809,2018-08-13,51817532,1
51817878,2018-08-13,51817532,0
51817904,2018-08-13,51817532,0
51818039,2018-08-13,51817821,0
51818200,2018-08-13,51817875,1
51818720,2018-08-13,51817743,2
51818729,2018-08-13,51818082,0
51818739,2018-08-13,51818082,4
51818742,2018-08-13,51818082,1
51818893,2018-08-13,51817956,2
51818923,2018-08-13,51818815,1
51819099,2018-08-13,51819030,2
51819214,2018-08-13,51816605,1
51819250,2018-08-13,51818956,0
51819359,2018-08-13,51819030,3
51819361,2018-08-13,47355593,0
51819418,2018-08-13,32538467,0
51819425,2018-08-13,51819267,0
51819661,2018-08-13,51816605,4
51819725,2018-08-13,51818511,1
51819866,2018-08-13,51819734,2
51819889,2018-08-13,51819749,2
51819947,2018-08-13,51819815,0
51820149,2018-08-13,20651920,0
51820173,2018-08-13,51819356,0
51820199,2018-08-13,51717772,0
51820232,2018-08-13,51820113,1
51820560,2018-08-13,51521426,1
51820708,2018-08-13,51818989,2
51820742,2018-08-13,51820647,1
51820761,2018-08-13,51820647,1
51820780,2018-08-13,51820528,2
51820829,2018-08-13,51820647,1
51820873,2018-08-13,51820290,0
51820937,2018-08-13,51820528,0
51820998,2018-08-13,51704932,1
51821149,2018-08-13,11467965,3
51821226,2018-08-13,51820047,0
51821284,2018-08-13,51820047,0
51821373,2018-08-13,51821196,1
51821399,2018-08-13,51820647,2
51821494,2018-08-13,51820528,0
51821602,2018-08-13,51821525,1
51821605,2018-08-13,43476049,0
51821630,2018-08-13,51820528,1
51821649,2018-08-13,51770968,1
51821664,2018-08-13,51821607,3
51821687,2018-08-13,51821601,3
51821750,2018-08-13,51819030,1
51821759,2018-08-13,51820113,1
51821840,2018-08-13,51821815,4
51821872,2018-08-13,51821601,2
51821944,2018-08-13,51821525,1
51822145,2018-08-13,51821859,0
51822156,2018-08-13,51821601,1
51822539,2018-08-13,51822358,1
51822597,2018-08-13,51655916,0
51822710,2018-08-13,51822560,0
51822765,2018-08-13,51820042,1
51822775,2018-08-13,51822358,0
51822813,2018-08-13,51822584,1
51822984,2018-08-13,51709488,3
51823018,2018-08-13,51822239,2
51823029,2018-08-13,51813445,1
51823106,2018-08-13,51823074,6
51823222,2018-08-13,51823074,4
51823246,2018-08-13,51823212,4
51823301,2018-08-13,51721473,3
51823328,2018-08-13,51822982,0
51823350,2018-08-13,51823212,5
51823501,2018-08-13,51823212,0
51823772,2018-08-13,7541610,4
51824034,2018-08-13,51655934,1
51824107,2018-08-13,51823864,0
51824205,2018-08-13,51822982,0
51824246,2018-08-13,51819549,1
51824308,2018-08-13,51822982,0
51824360,2018-08-13,51822287,0
51824664,2018-08-13,51824391,5
51824683,2018-08-13,51824391,5
51824715,2018-08-13,47222764,1
51824725,2018-08-13,51824391,2
51824835,2018-08-13,34424622,1
51825163,2018-08-13,51824391,1
51825173,2018-08-13,51824640,4
51825260,2018-08-13,51825207,4
51825263,2018-08-13,51825082,1
51825414,2018-08-13,51825083,1
51825470,2018-08-13,18585977,0
51825602,2018-08-13,51825436,2
51825634,2018-08-13,51825514,1
51825641,2018-08-13,51825346,2
51825831,2018-08-13,51823881,0
51825832,2018-08-13,51825716,3
51825895,2018-08-13,51825436,2
51825899,2018-08-13,51825716,1
51826066,2018-08-13,50736661,2
51826156,2018-08-13,51822614,1
51826245,2018-08-13,51471526,1
51826280,2018-08-13,51825401,1
51826394,2018-08-13,51826166,2
51826533,2018-08-13,51826166,3
51826578,2018-08-13,51826166,2
51826693,2018-08-13,37806387,0
51826739,2018-08-13,51826440,1
51826740,2018-08-13,51825455,2
51826842,2018-08-13,51826598,1
51826917,2018-08-13,51826636,1
51826930,2018-08-13,51715175,0
51826968,2018-08-13,51826636,1
51827072,2018-08-13,51437217,1
51827076,2018-08-13,36086529,1
51827152,2018-08-13,51716503,0
51827391,2018-08-13,51827135,3
51827469,2018-08-13,51827135,3
51827497,2018-08-13,51827428,4
51827586,2018-08-13,51789926,0
51827638,2018-08-13,51827045,0
51827660,2018-08-13,51826162,0
51827719,2018-08-13,51405990,1
51827935,2018-08-13,44658867,0
51828038,2018-08-13,51704594,7
51828109,2018-08-13,51827541,0
51828118,2018-08-13,51818049,0
51828176,2018-08-13,51826849,2
51828212,2018-08-13,51828052,4
51828220,2018-08-13,51828052,1
51828292,2018-08-13,51828052,2
51828356,2018-08-13,51827488,0
51828431,2018-08-13,33767571,0
51828561,2018-08-13,51827488,1
51828654,2018-08-13,5060076,2
51828708,2018-08-13,51828399,4
51828729,2018-08-13,51828399,1
51828809,2018-08-13,51828115,0
51828823,2018-08-13,51828706,0
51828886,2018-08-13,51828712,7
51829027,2018-08-13,51828706,0
51829080,2018-08-13,51828951,2
51829105,2018-08-13,51827437,0
51829133,2018-08-13,51828115,0
51829145,2018-08-13,51828951,4
51829251,2018-08-13,51829083,3
51829257,2018-08-13,51829186,1
51829312,2018-08-13,51828923,2
51829405,2018-08-13,51828951,4
51829472,2018-08-13,51829186,0
51829498,2018-08-13,51828951,3
51829513,2018-08-13,51829186,2
51829551,2018-08-13,51471314,0
51829654,2018-08-13,51829186,3
51829802,2018-08-13,51824312,0
51830026,2018-08-13,38606606,0
51830370,2018-08-13,51830341,0
51830374,2018-08-13,51829186,0
51830404,2018-08-13,51830341,0
51830453,2018-08-13,51830344,0
51830458,2018-08-13,51830369,3
51830511,2018-08-13,51830369,2
51830562,2018-08-13,51829617,0
51830604,2018-08-13,51471890,0
51830620,2018-08-13,51824944,1
51830629,2018-08-13,51830369,1
51830855,2018-08-13,50095176,0
51830868,2018-08-13,51830643,2
51830883,2018-08-13,51830643,3
51830885,2018-08-13,51830835,2
51831044,2018-08-13,51830846,0
51831046,2018-08-13,51830846,0
51831067,2018-08-13,51830846,2
51831072,2018-08-13,51604022,0
51831226,2018-08-13,51823881,0
51831301,2018-08-13,51830835,0
51831355,2018-08-13,51830344,0
51831410,2018-08-13,51831349,3
51831484,2018-08-13,50916153,3
51831637,2018-08-13,51830643,1
51831685,2018-08-13,51825207,1
51831715,2018-08-13,51828115,0
51831779,2018-08-13,51395684,0
51831898,2018-08-13,51831568,1
51832073,2018-08-14,51831997,1
51832163,2018-08-14,51832067,5
51832167,2018-08-14,51812440,0
51832314,2018-08-14,51832224,0
51832352,2018-08-14,51831568,1
51832389,2018-08-14,51832224,1
51832433,2018-08-14,51832376,2
51832446,2018-08-14,51832376,2
51832454,2018-08-14,51832376,2
51832689,2018-08-14,49211452,0
51832694,2018-08-14,51825401,1
51832944,2018-08-14,51832699,1
51832984,2018-08-14,51069236,3
51833004,2018-08-14,8112786,2
51833148,2018-08-14,51622703,0
51833179,2018-08-14,39231961,0
51833398,2018-08-14,51833382,0
51833634,2018-08-14,51833494,1
51833670,2018-08-14,23613803,0
51833976,2018-08-14,51833873,4
51834471,2018-08-14,51794400,2
51834533,2018-08-14,51832961,1
51834546,2018-08-14,51834410,0
51834644,2018-08-14,51834338,1
51834677,2018-08-14,51834220,7
51834684,2018-08-14,51834220,4
51834699,2018-08-14,51834338,1
51834727,2018-08-14,51824640,1
51834787,2018-08-14,51834220,3
51834795,2018-08-14,51834338,2
51834910,2018-08-14,51833159,1
51834938,2018-08-14,51320367,1
51835037,2018-08-14,51769179,3
51835059,2018-08-14,51834932,3
51835072,2018-08-14,51834932,1
51835353,2018-08-14,51835118,0
51835374,2018-08-14,51835016,1
51835914,2018-08-14,51834364,0
51835927,2018-08-14,51835118,0
51835979,2018-08-14,51835068,0
51836133,2018-08-14,51815570,0
51836277,2018-08-14,51836262,2
51836340,2018-08-14,51836181,1
51836412,2018-08-14,51835824,0
51836454,2018-08-14,51836400,0
51836560,2018-08-14,51834897,2
51836833,2018-08-14,51820620,0
51836953,2018-08-14,22418895,2
51837087,2018-08-14,51833873,1
51837127,2018-08-14,51824602,1
51837399,2018-08-14,51837121,3
51837408,2018-08-14,51837355,2
51837423,2018-08-14,51837121,1
51837430,2018-08-14,51837121,0
51837496,2018-08-14,51837121,1
51837640,2018-08-14,51837564,0
51837653,2018-08-14,51837454,0
51837766,2018-08-14,51747814,1
51837896,2018-08-14,51837772,0
51838058,2018-08-14,51837213,1
51838251,2018-08-14,51837888,2
51838267,2018-08-14,51837888,3
51838268,2018-08-14,51822982,0
51838377,2018-08-14,51837950,3
51838414,2018-08-14,51837950,3
51838427,2018-08-14,34097980,0
51838472,2018-08-14,51838308,0
51838718,2018-08-14,15680375,0
51838722,2018-08-14,51551632,0
51838997,2018-08-14,51831472,1
51839013,2018-08-14,51838308,0
51839185,2018-08-14,51838969,0
51839187,2018-08-14,51838969,2
51839239,2018-08-14,51838969,2
51839265,2018-08-14,51838969,0
51839284,2018-08-14,51838969,0
51839430,2018-08-14,51839104,0
51839562,2018-08-14,51837486,2
51839803,2018-08-14,51839733,4
51839895,2018-08-14,51839733,1
51840180,2018-08-14,51840065,2
51840258,2018-08-14,51840196,2
51840271,2018-08-14,51831472,1
51840389,2018-08-14,51839167,0
51840392,2018-08-14,51832333,0
51840396,2018-08-14,51840065,0
51840427,2018-08-14,23384249,0
51840583,2018-08-14,51840318,2
51840666,2018-08-14,51637761,0
51840737,2018-08-14,51840318,2
51840890,2018-08-14,51840712,1
51840940,2018-08-14,51840065,0
51840952,2018-08-14,51840712,0
51840965,2018-08-14,51839679,3
51841103,2018-08-14,51840925,1
51841116,2018-08-14,44949578,0
51841418,2018-08-14,51841002,2
51841671,2018-08-14,51841574,6
51841688,2018-08-14,51841574,5
51841821,2018-08-14,51841572,2
51841865,2018-08-14,51841567,1
51841917,2018-08-14,51841572,4
51842233,2018-08-14,51841574,2
51842311,2018-08-14,51842283,2
51842382,2018-08-14,51835967,2
51842463,2018-08-14,51842430,2
51842481,2018-08-14,51820620,0
51842532,2018-08-14,51841574,1
51842602,2018-08-14,51842551,0
51842756,2018-08-14,51837454,7
51842825,2018-08-14,51842129,0
51842829,2018-08-14,51810821,0
51842999,2018-08-14,51834338,1
51843000,2018-08-14,51827568,0
51843115,2018-08-14,51509997,0
51843203,2018-08-14,44073249,2
51843210,2018-08-14,51842551,0
51843271,2018-08-14,51842283,0
51843433,2018-08-14,36826916,0
51843585,2018-08-14,51843319,3
51843656,2018-08-14,51843461,1
51843679,2018-08-14,51843567,1
51843712,2018-08-14,51843319,4
51843733,2018-08-14,51843549,0
51843951,2018-08-14,51843905,1
51844014,2018-08-14,51843804,0
51844053,2018-08-14,51780664,0
51844055,2018-08-14,51843804,1
51844068,2018-08-14,3099219,6
51844114,2018-08-14,47254587,1
51844152,2018-08-14,51843549,0
51844168,2018-08-14,51842283,0
51844186,2018-08-14,51841922,0
51844216,2018-08-14,51843795,1
51844241,2018-08-14,51844064,1
51844319,2018-08-14,51843319,3
51844331,2018-08-14,51843632,2
51844394,2018-08-14,51844274,5
51844527,2018-08-14,51842683,1
51844622,2018-08-14,51841447,1
51844804,2018-08-14,51843592,2
51844822,2018-08-14,51615264,0
51844827,2018-08-14,51844713,4
51844863,2018-08-14,51844705,4
51844878,2018-08-14,51844717,2
51844987,2018-08-14,51844648,3
51845157,2018-08-14,51845004,7
51845199,2018-08-14,18115550,5
51845298,2018-08-14,51843632,0
51845320,2018-08-14,47265388,0
51845325,2018-08-14,51845004,2
51845328,2018-08-14,51845254,2
51845367,2018-08-14,51845254,0
51845499,2018-08-14,51309003,0
51845723,2018-08-14,51845254,0
51845751,2018-08-14,51845343,3
51845806,2018-08-14,49948620,0
51846046,2018-08-14,51845999,4
51846076,2018-08-14,51845999,3
51846174,2018-08-14,51845060,3
51846261,2018-08-14,51845999,1
51846356,2018-08-14,51845999,1
51846462,2018-08-14,51843606,1
51846521,2018-08-14,51846437,0
51846568,2018-08-14,51843620,1
51846591,2018-08-14,24101674,1
51846664,2018-08-14,51672443,3
51846678,2018-08-14,51846611,3
51846680,2018-08-14,51846611,3
51846735,2018-08-14,51846596,1
51846756,2018-08-14,51846437,1
51846858,2018-08-14,51846437,1
51846860,2018-08-14,51846576,2
51846863,2018-08-14,51846576,1
51846873,2018-08-14,51846596,0
51847005,2018-08-14,51841929,1
51847100,2018-08-14,51846641,0
51847171,2018-08-14,51327830,0
51847185,2018-08-14,51752261,3
51847214,2018-08-14,12234248,2
51847397,2018-08-14,51847316,1
51847545,2018-08-14,51847316,0
51847821,2018-08-14,51847680,3
51847835,2018-08-14,51269083,0
51847855,2018-08-14,51847543,1
51847879,2018-08-14,51792384,2
51847910,2018-08-14,51765309,0
51847990,2018-08-14,39598811,0
51848029,2018-08-14,51844607,2
51848151,2018-08-14,51509388,0
51848158,2018-08-14,51818989,0
51848221,2018-08-14,51527921,0
51848225,2018-08-14,51846193,2
51848232,2018-08-14,51833494,0
51848245,2018-08-14,51825456,1
51848269,2018-08-14,51848104,2
51848375,2018-08-14,51844951,0
51848535,2018-08-14,38346747,4
51848579,2018-08-14,51848578,0
51848583,2018-08-14,51847746,1
51848692,2018-08-14,51848578,2
51848708,2018-08-14,51818187,1
51848782,2018-08-14,51848755,1
51848797,2018-08-14,51848755,2
51848802,2018-08-14,51848578,2
51848809,2018-08-14,51848322,3
51848850,2018-08-14,51811565,0
51848908,2018-08-14,37085389,1
51848949,2018-08-14,51847367,1
51848950,2018-08-14,51848860,1
51848967,2018-08-14,51300440,2
51848993,2018-08-14,51848322,0
51849022,2018-08-14,51848578,2
51849207,2018-08-14,48161431,3
51849254,2018-08-14,51849094,1
51849262,2018-08-14,51848604,0
51849272,2018-08-14,51849116,0
51849390,2018-08-14,51849309,4
51849463,2018-08-14,51849410,3
51849476,2018-08-14,51849309,2
51849525,2018-08-14,51849309,8
51849538,2018-08-14,51832376,0
51849649,2018-08-14,51849596,2
51849676,2018-08-14,51849094,1
51849799,2018-08-14,51849596,2
51849914,2018-08-14,51844392,0
51849921,2018-08-14,51844648,0
51849990,2018-08-14,51840322,1
51849998,2018-08-14,34029611,1
51850132,2018-08-14,51606754,0
51850133,2018-08-14,51773054,0
51850197,2018-08-14,51850051,0
51850246,2018-08-14,51769745,18
51850252,2018-08-14,51850172,3
51850273,2018-08-14,51850193,0
51850274,2018-08-14,51849854,1
51850285,2018-08-14,25707647,7
51850326,2018-08-14,51850051,1
51850388,2018-08-14,51850214,4
51850480,2018-08-14,51837950,1
51850528,2018-08-14,51849861,1
51850617,2018-08-14,51850551,0
51850618,2018-08-14,51850551,0
51850650,2018-08-14,51850296,0
51850678,2018-08-14,48902732,1
51850685,2018-08-14,35864833,0
51850755,2018-08-14,51850172,0
51850771,2018-08-14,51850625,1
51850776,2018-08-14,51850729,2
51850782,2018-08-14,51749425,0
51850799,2018-08-14,51850729,1
51850864,2018-08-14,11766856,11
51850941,2018-08-14,51850775,2
51850978,2018-08-14,51810759,3
51850990,2018-08-14,51366072,1
51851002,2018-08-14,51848968,0
51851010,2018-08-14,51850840,1
51851033,2018-08-14,51850829,1
51851153,2018-08-14,51851127,4
51851154,2018-08-14,51841672,0
51851175,2018-08-14,51850172,3
51851197,2018-08-14,51850775,1
51851252,2018-08-15,51851208,1
51851261,2018-08-15,51850522,1
51851270,2018-08-15,51456436,1
51851276,2018-08-15,51851215,1
51851318,2018-08-15,51460455,1
51851323,2018-08-15,51851215,0
51851341,2018-08-15,51851213,3
51851407,2018-08-15,51851213,0
51851482,2018-08-15,51848658,6
51851494,2018-08-15,51850829,1
51851577,2018-08-15,51702359,0
51851627,2018-08-15,51851208,1
51851651,2018-08-15,51850625,0
51851662,2018-08-15,31434346,1
51851676,2018-08-15,51850840,0
51851724,2018-08-15,51849519,1
51851747,2018-08-15,51851215,2
51851791,2018-08-15,51851376,1
51851794,2018-08-15,51851376,0
51851818,2018-08-15,51846611,2
51851940,2018-08-15,51851868,3
51851943,2018-08-15,51608141,1
51851981,2018-08-15,51851543,0
51852544,2018-08-15,51852362,0
51852591,2018-08-15,51850625,0
51852668,2018-08-15,51850296,0
51853092,2018-08-15,51823910,0
51853304,2018-08-15,51412482,0
51853427,2018-08-15,51850296,0
51853540,2018-08-15,33786372,0
51853687,2018-08-15,51852428,1
51853719,2018-08-15,51853655,5
51853731,2018-08-15,51843549,0
51853961,2018-08-15,51727460,1
51853996,2018-08-15,51853882,2
51854173,2018-08-15,50026611,0
51854434,2018-08-15,51849855,1
51854604,2018-08-15,51854307,0
51854691,2018-08-15,51854307,0
51854786,2018-08-15,51854307,4
51854948,2018-08-15,51854847,6
51854969,2018-08-15,51772083,0
51855009,2018-08-15,51854033,0
51855334,2018-08-15,51855150,1
51855396,2018-08-15,51854479,2
51855740,2018-08-15,51821946,0
51855872,2018-08-15,51855754,3
51856033,2018-08-15,51846750,1
51856044,2018-08-15,51855754,1
51856235,2018-08-15,51854479,1
51856275,2018-08-15,51837055,1
51856459,2018-08-15,51854352,3
51856718,2018-08-15,51856550,1
51856724,2018-08-15,51856628,1
51856992,2018-08-15,51856706,4
51857099,2018-08-15,51856628,0
51857132,2018-08-15,51857059,0
51857298,2018-08-15,40115326,0
51857365,2018-08-15,51857207,1
51857520,2018-08-15,51857227,2
51857537,2018-08-15,51857227,1
51857679,2018-08-15,51857227,1
51857700,2018-08-15,51855528,1
51857703,2018-08-15,51857227,1
51857824,2018-08-15,51857573,1
51857825,2018-08-15,51855302,0
51857941,2018-08-15,17598134,1
51858005,2018-08-15,43135233,0
51858033,2018-08-15,51857493,1
51858100,2018-08-15,51857573,0
51858304,2018-08-15,51858232,1
51858393,2018-08-15,51858267,0
51858416,2018-08-15,51858267,1
51858573,2018-08-15,51858528,4
51858707,2018-08-15,51839679,0
51858741,2018-08-15,51857195,1
51858776,2018-08-15,51858689,4
51858811,2018-08-15,49281791,0
51858947,2018-08-15,51858267,1
51858957,2018-08-15,51858346,1
51858968,2018-08-15,51857177,1
51859081,2018-08-15,51858966,9
51859114,2018-08-15,51859018,0
51859115,2018-08-15,51858966,2
51859149,2018-08-15,51858966,2
51859188,2018-08-15,51769179,3
51859190,2018-08-15,51858966,6
51859237,2018-08-15,51858966,2
51859251,2018-08-15,51858689,1
51859253,2018-08-15,51858966,1
51859272,2018-08-15,51858966,6
51859282,2018-08-15,51858689,2
51859369,2018-08-15,51858528,1
51859402,2018-08-15,51859191,0
51859549,2018-08-15,51859191,0
51859568,2018-08-15,17291287,1
51859645,2018-08-15,51859608,2
51859740,2018-08-15,51859191,1
51859846,2018-08-15,51859768,1
51859877,2018-08-15,51859608,1
51860135,2018-08-15,51774978,1
51860164,2018-08-15,51859972,1
51860241,2018-08-15,51859470,2
51860251,2018-08-15,51859886,1
51860297,2018-08-15,51858187,0
51860326,2018-08-15,51859972,3
51860476,2018-08-15,51856411,0
51860524,2018-08-15,51860322,5
51860591,2018-08-15,51747814,0
51860600,2018-08-15,44064109,6
51860763,2018-08-15,51769179,3
51860764,2018-08-15,51860676,2
51860816,2018-08-15,51860787,5
51860992,2018-08-15,51858102,0
51861006,2018-08-15,51858471,1
51861047,2018-08-15,51860908,1
51861059,2018-08-15,51860908,0
51861070,2018-08-15,51860908,0
51861148,2018-08-15,51859608,0
51861202,2018-08-15,51860908,2
51861298,2018-08-15,51860717,5
51861369,2018-08-15,51860717,2
51861429,2018-08-15,25506099,-1
51861434,2018-08-15,51848968,0
51861435,2018-08-15,51723687,1
51861530,2018-08-15,51861414,2
51861543,2018-08-15,51861366,2
51861588,2018-08-15,47344850,2
51861606,2018-08-15,51861414,3
51861690,2018-08-15,51850625,0
51861774,2018-08-15,51861346,2
51861783,2018-08-15,51861414,0
51861906,2018-08-15,51861346,1
51862003,2018-08-15,51860896,1
51862010,2018-08-15,51861660,0
51862068,2018-08-15,51860938,0
51862167,2018-08-15,51862106,2
51862343,2018-08-15,51862153,1
51862361,2018-08-15,51856197,2
51862396,2018-08-15,51862110,0
51862579,2018-08-15,51862432,0
51862597,2018-08-15,9723208,0
51862778,2018-08-15,51634251,0
51862809,2018-08-15,43024024,0
51862936,2018-08-15,51642620,0
51862986,2018-08-15,51845122,0
51862993,2018-08-15,51862708,0
51863016,2018-08-15,51862718,0
51863046,2018-08-15,51862708,0
51863090,2018-08-15,26269122,3
51863136,2018-08-15,51862718,0
51863178,2018-08-15,51863095,1
51863257,2018-08-15,51862432,0
51863268,2018-08-15,51863213,0
51863273,2018-08-15,51863213,0
51863339,2018-08-15,51863213,2
51863461,2018-08-15,51862718,0
51863501,2018-08-15,51862635,1
51863511,2018-08-15,51650030,0
51863706,2018-08-15,51859470,0
51863724,2018-08-15,51861038,0
51863729,2018-08-15,51859741,0
51863738,2018-08-15,51863708,4
51863771,2018-08-15,51863708,4
51863810,2018-08-15,51863708,1
51863999,2018-08-15,51863927,0
51864105,2018-08-15,51847076,2
51864139,2018-08-15,51863927,0
51864205,2018-08-15,51861352,0
51864233,2018-08-15,51864123,1
51864433,2018-08-15,51862867,4
51864485,2018-08-15,51864123,1
51864716,2018-08-15,51862785,3
51864780,2018-08-15,51857180,0
51864791,2018-08-15,51864588,0
51864971,2018-08-15,51826879,1
51865036,2018-08-15,25360248,2
51865177,2018-08-15,51864831,1
51865255,2018-08-15,51864586,1
51865422,2018-08-15,51849209,1
51865460,2018-08-15,51849519,0
51865488,2018-08-15,51865172,4
51865578,2018-08-15,51856193,1
51865627,2018-08-15,51865259,2
51865659,2018-08-15,51865468,0
51865691,2018-08-15,51861888,0
51865718,2018-08-15,51865528,3
51865806,2018-08-15,51865368,4
51865915,2018-08-15,51865760,3
51865924,2018-08-15,51770621,1
51865926,2018-08-15,51865760,3
51865938,2018-08-15,51865190,1
51865957,2018-08-15,51865353,0
51866008,2018-08-15,43094652,0
51866042,2018-08-15,51865789,1
51866077,2018-08-15,51864586,1
51866200,2018-08-15,51653753,0
51866247,2018-08-15,51842129,3
51866464,2018-08-15,51865881,2
51866493,2018-08-15,32150206,0
51866497,2018-08-15,37914917,1
51866542,2018-08-15,51865368,0
51866582,2018-08-15,51866370,1
51866608,2018-08-15,51866344,2
51866621,2018-08-15,32378108,0
51866725,2018-08-15,51865789,2
51866754,2018-08-15,51685439,0
51866780,2018-08-15,51866718,-1
51866807,2018-08-15,51863180,1
51866823,2018-08-15,51866420,2
51866891,2018-08-15,51866809,0
51866957,2018-08-15,51866766,8
51866977,2018-08-15,51866402,0
51867010,2018-08-15,51866766,4
51867013,2018-08-15,51865259,0
51867028,2018-08-15,17200114,-2
51867105,2018-08-15,51866912,0
51867118,2018-08-15,51866912,0
51867155,2018-08-15,51866912,0
51867156,2018-08-15,51866923,2
51867243,2018-08-15,51711355,0
51867417,2018-08-15,51865327,0
51867428,2018-08-15,38620424,2
51867451,2018-08-15,51867390,0
51867454,2018-08-15,51867390,0
51867465,2018-08-15,51867390,1
51867478,2018-08-15,51865236,0
51867534,2018-08-15,51865353,2
51867564,2018-08-15,51866344,1
51867571,2018-08-15,51866766,4
51867573,2018-08-15,51867530,1
51867619,2018-08-15,51867530,0
51867704,2018-08-15,35303249,1
51867818,2018-08-15,51867670,0
51867888,2018-08-15,51867716,2
51867913,2018-08-15,51867868,3
51867915,2018-08-15,51867716,6
51867940,2018-08-16,51867641,2
51867954,2018-08-16,51867884,0
51867974,2018-08-16,51867884,0
51867975,2018-08-16,51867884,0
51868146,2018-08-16,51867641,0
51868164,2018-08-16,51846971,0
51868211,2018-08-16,51867982,4
51868230,2018-08-16,51868065,0
51868383,2018-08-16,37703326,1
51868412,2018-08-16,51868365,-1
51868467,2018-08-16,51867982,0
51868478,2018-08-16,51868458,4
51868552,2018-08-16,51868509,5
51868553,2018-08-16,51868509,5
51868640,2018-08-16,47344850,3
51868664,2018-08-16,51867754,1
51868974,2018-08-16,51867995,1
51869028,2018-08-16,51857961,0
51869063,2018-08-16,51856369,2
51869084,2018-08-16,51868951,1
51869109,2018-08-16,42024921,1
51869370,2018-08-16,51868065,0
51869372,2018-08-16,49696569,1
51869450,2018-08-16,51868509,2
51869564,2018-08-16,51869362,7
51869787,2018-08-16,51869710,4
51869900,2018-08-16,51869542,0
51870002,2018-08-16,51860859,2
51870042,2018-08-16,51869202,0
51870235,2018-08-16,51798314,1
51870418,2018-08-16,51869202,0
51870852,2018-08-16,40808889,6
51871100,2018-08-16,51870967,1
51871450,2018-08-16,51870473,3
51871495,2018-08-16,51870387,0
51871514,2018-08-16,51865464,1
51871589,2018-08-16,51870967,0
51872040,2018-08-16,51869542,0
51872043,2018-08-16,50412858,0
51872522,2018-08-16,51870364,1
51872644,2018-08-16,51872267,6
51872687,2018-08-16,51872267,4
51872756,2018-08-16,51872511,1
51872769,2018-08-16,51872718,5
51872789,2018-08-16,51872718,4
