id,creation_date,score
31047416,6/25/2015,0
31047494,6/25/2015,1
31047703,6/25/2015,-1
31047811,6/25/2015,0
31048308,6/25/2015,-3
31048601,6/25/2015,1
31048670,6/25/2015,-1
31049339,6/25/2015,1
31049596,6/25/2015,0
31049691,6/25/2015,2
31050141,6/25/2015,0
31050556,6/25/2015,0
31050698,6/25/2015,0
31050744,6/25/2015,1
31050756,6/25/2015,3
31050787,6/25/2015,4
31051123,6/25/2015,2
31051133,6/25/2015,19
31051341,6/25/2015,2
31051709,6/25/2015,0
31051854,6/25/2015,0
31051922,6/25/2015,8
31052004,6/25/2015,2
31052201,6/25/2015,0
31052260,6/25/2015,-3
31052345,6/25/2015,0
31052462,6/25/2015,2
31052686,6/25/2015,0
31052933,6/25/2015,3
31053148,6/25/2015,0
31053165,6/25/2015,0
31053197,6/25/2015,-1
31053334,6/25/2015,2
31053456,6/25/2015,1
31053597,6/25/2015,3
31053633,6/25/2015,2
31053819,6/25/2015,0
31053877,6/25/2015,0
31053915,6/25/2015,10
31054359,6/25/2015,2
31054745,6/25/2015,3
31054826,6/25/2015,0
31055191,6/25/2015,0
31055564,6/25/2015,10
31055985,6/25/2015,0
31056120,6/25/2015,0
31056182,6/25/2015,-1
31056262,6/25/2015,0
31056264,6/25/2015,0
31056355,6/25/2015,1
31056407,6/25/2015,0
31056477,6/25/2015,0
31056524,6/25/2015,5
31056653,6/25/2015,0
31057191,6/25/2015,5
31057192,6/25/2015,2
31057284,6/25/2015,1
31057298,6/25/2015,1
31057698,6/25/2015,3
31057567,6/25/2015,0
31057604,6/25/2015,0
31057753,6/25/2015,1
31057768,6/25/2015,0
31057983,6/25/2015,-1
31058122,6/25/2015,2
31058319,6/25/2015,3
31058487,6/25/2015,2
31058629,6/25/2015,4
31058792,6/25/2015,2
31059196,6/25/2015,1
31058966,6/25/2015,1
31059041,6/25/2015,1
31059043,6/25/2015,3
31059408,6/25/2015,2
31059973,6/25/2015,1
31060105,6/25/2015,9
31060184,6/25/2015,1
31060286,6/25/2015,2
31060416,6/25/2015,2
31060420,6/25/2015,2
31060436,6/25/2015,0
31060443,6/25/2015,1
31060461,6/25/2015,2
31060554,6/25/2015,1
31060589,6/25/2015,0
31060724,6/25/2015,0
31060854,6/25/2015,0
31060996,6/25/2015,0
31061390,6/25/2015,1
31061476,6/25/2015,3
31061547,6/25/2015,4
31061702,6/25/2015,1
31061836,6/25/2015,0
31062180,6/25/2015,1
31062195,6/25/2015,1
31062275,6/25/2015,2
31062372,6/25/2015,2
31062380,6/25/2015,1
31062486,6/25/2015,4
31062616,6/25/2015,3
31062750,6/25/2015,3
31062844,6/26/2015,0
31062884,6/26/2015,2
31063419,6/26/2015,13
31063790,6/26/2015,4
31063959,6/26/2015,0
31064382,6/26/2015,4
31064599,6/26/2015,2
31065165,6/26/2015,1
31065195,6/26/2015,0
31065196,6/26/2015,3
31065237,6/26/2015,0
31065353,6/26/2015,1
31065993,6/26/2015,1
31076002,6/26/2015,0
31066390,6/26/2015,-3
31066956,6/26/2015,1
31068289,6/26/2015,2
31068319,6/26/2015,8
31068432,6/26/2015,0
31068491,6/26/2015,4
31068689,6/26/2015,3
31068976,6/26/2015,1
31068999,6/26/2015,1
31069115,6/26/2015,1
31069324,6/26/2015,8
31069339,6/26/2015,1
31069439,6/26/2015,2
31073997,6/26/2015,0
31069726,6/26/2015,1
31069763,6/26/2015,0
31070040,6/26/2015,5
31070637,6/26/2015,1
31070751,6/26/2015,1
31071733,6/26/2015,10
31071932,6/26/2015,4
31072307,6/26/2015,0
31072527,6/26/2015,1
31072690,6/26/2015,1
31072842,6/26/2015,0
31072953,6/26/2015,0
31073224,6/26/2015,1
31073590,6/26/2015,0
31073698,6/26/2015,0
31073837,6/26/2015,1
31074018,6/26/2015,0
31074121,6/26/2015,1
31074286,6/26/2015,3
31074707,6/26/2015,0
31074888,6/26/2015,0
31075407,6/26/2015,20
31075467,6/26/2015,1
31075730,6/26/2015,0
31075826,6/26/2015,2
31075832,6/26/2015,1
31075839,6/26/2015,0
31075859,6/26/2015,2
31076079,6/26/2015,4
31076268,6/26/2015,2
31076413,6/26/2015,1
31076462,6/26/2015,0
31076650,6/26/2015,2
31076967,6/26/2015,1
31076975,6/26/2015,3
31077035,6/26/2015,1
31077045,6/26/2015,0
31077142,6/26/2015,0
31077478,6/26/2015,1
31077873,6/26/2015,1
31077890,6/26/2015,-1
31077980,6/26/2015,3
31078168,6/26/2015,0
31078294,6/26/2015,0
31078357,6/26/2015,2
31078384,6/26/2015,1
31078514,6/26/2015,3
31078720,6/26/2015,0
31078726,6/26/2015,1
31078962,6/26/2015,1
31079186,6/26/2015,1
31079210,6/26/2015,10
31081972,6/26/2015,0
31079388,6/26/2015,1
31079492,6/26/2015,1
31079509,6/26/2015,0
31079637,6/26/2015,0
31079734,6/26/2015,0
31080149,6/26/2015,0
31080183,6/26/2015,1
31080184,6/26/2015,3
31080363,6/26/2015,4
31080456,6/26/2015,2
31080487,6/26/2015,1
31080586,6/26/2015,1
31080647,6/26/2015,1
31080684,6/26/2015,0
31080785,6/26/2015,0
31080873,6/26/2015,1
31081016,6/26/2015,1
31081109,6/26/2015,0
31081175,6/26/2015,0
31081219,6/26/2015,0
31081407,6/26/2015,1
31081426,6/26/2015,8
31081440,6/26/2015,1
31081470,6/26/2015,0
31081491,6/26/2015,1
31081502,6/26/2015,0
31081659,6/26/2015,0
31081728,6/26/2015,0
31081825,6/26/2015,0
31082021,6/26/2015,1
31082064,6/26/2015,1
31082085,6/26/2015,4
31082217,6/26/2015,0
31082298,6/26/2015,2
31082604,6/26/2015,3
31082945,6/26/2015,1
31083404,6/26/2015,1
31083599,6/26/2015,1
31083833,6/27/2015,2
31084039,6/27/2015,-4
31084194,6/27/2015,0
31084234,6/27/2015,34
31084428,6/27/2015,1
31084553,6/27/2015,1
31084579,6/27/2015,2
31084869,6/27/2015,4
31085128,6/27/2015,1
31085140,6/27/2015,0
31085146,6/27/2015,2
31085572,6/27/2015,0
31085580,6/27/2015,6
31086004,6/27/2015,0
31086381,6/27/2015,0
31086399,6/27/2015,0
31086496,6/27/2015,0
31086697,6/27/2015,-1
31086893,6/27/2015,1
31087022,6/27/2015,0
31087055,6/27/2015,7
31087087,6/27/2015,4
31087145,6/27/2015,0
31087146,6/27/2015,2
31087190,6/27/2015,0
31087630,6/27/2015,0
31087731,6/27/2015,6
31088376,6/27/2015,0
31089205,6/27/2015,2
31089567,6/27/2015,1
31089696,6/27/2015,1
31090075,6/27/2015,0
31090192,6/27/2015,3
31090208,6/27/2015,2
31090564,6/27/2015,2
31090999,6/27/2015,0
31091051,6/27/2015,0
31091297,6/27/2015,0
31091443,6/27/2015,5
31091504,6/27/2015,2
31091741,6/27/2015,0
31091838,6/27/2015,1
31091930,6/27/2015,1
31092005,6/27/2015,7
31092222,6/27/2015,0
31092425,6/27/2015,2
31092426,6/27/2015,1
31092525,6/27/2015,-2
31092810,6/27/2015,-3
31092894,6/27/2015,0
31092962,6/27/2015,0
31092967,6/27/2015,2
31092988,6/27/2015,2
31093051,6/27/2015,0
31093504,6/27/2015,1
31093987,6/27/2015,0
31094087,6/27/2015,0
31094473,6/27/2015,3
31094538,6/27/2015,1
31094619,6/27/2015,0
31095071,6/28/2015,2
31095274,6/28/2015,0
31095358,6/28/2015,3
31095401,6/28/2015,1
31095422,6/28/2015,6
31095529,6/28/2015,2
31095550,6/28/2015,6
31095561,6/28/2015,7
31095600,6/28/2015,0
31095740,6/28/2015,-4
31095816,6/28/2015,0
31095947,6/28/2015,6
31096282,6/28/2015,1
31096452,6/28/2015,2
31096907,6/28/2015,4
31097888,6/28/2015,0
31098447,6/28/2015,0
31098479,6/28/2015,2
31098636,6/28/2015,1
31098689,6/28/2015,0
31099259,6/28/2015,6
31099477,6/28/2015,3
31099490,6/28/2015,0
31099545,6/28/2015,-1
31099623,6/28/2015,0
31099977,6/28/2015,4
31100417,6/28/2015,2
31100579,6/28/2015,7
31100633,6/28/2015,0
31101043,6/28/2015,2
31101236,6/28/2015,1
31101282,6/28/2015,1
31101433,6/28/2015,3
31106790,6/28/2015,0
31101816,6/28/2015,0
31101968,6/28/2015,1
31102162,6/28/2015,3
31102169,6/28/2015,1
31102222,6/28/2015,0
31102356,6/28/2015,6
31112173,6/28/2015,1
31102560,6/28/2015,1
31102602,6/28/2015,3
31102685,6/28/2015,1
31102922,6/28/2015,3
31103171,6/28/2015,0
31103175,6/28/2015,2
31103187,6/28/2015,0
31103209,6/28/2015,0
31103524,6/28/2015,0
31103580,6/28/2015,2
31103700,6/28/2015,3
31103897,6/28/2015,22
31104192,6/28/2015,2
31104308,6/28/2015,1
31104348,6/28/2015,4
31104361,6/28/2015,0
31105162,6/28/2015,2
31105216,6/28/2015,6
31105308,6/28/2015,0
31220877,6/28/2015,1
31105782,6/28/2015,0
31105862,6/28/2015,1
31106237,6/29/2015,7
31106255,6/29/2015,1
31106364,6/29/2015,3
31106384,6/29/2015,2
31107147,6/29/2015,-1
31107374,6/29/2015,1
31107405,6/29/2015,0
31107645,6/29/2015,11
31107740,6/29/2015,4
31108461,6/29/2015,1
31108824,6/29/2015,0
31108927,6/29/2015,2
31109164,6/29/2015,2
31109209,6/29/2015,1
31109276,6/29/2015,1
31109464,6/29/2015,4
31110306,6/29/2015,0
31110438,6/29/2015,1
31110688,6/29/2015,5
31110878,6/29/2015,0
31111618,6/29/2015,1
31112304,6/29/2015,0
31112287,6/29/2015,0
31112401,6/29/2015,0
31112954,6/29/2015,-1
31113330,6/29/2015,11
31113506,6/29/2015,0
31114526,6/29/2015,0
31114542,6/29/2015,3
31114610,6/29/2015,2
31114619,6/29/2015,0
31114792,6/29/2015,1
31114991,6/29/2015,8
31115045,6/29/2015,2
31115255,6/29/2015,4
31115587,6/29/2015,0
31115752,6/29/2015,1
31115754,6/29/2015,-1
31115956,6/29/2015,-1
31116449,6/29/2015,28
31116875,6/29/2015,1
31116918,6/29/2015,-2
31117315,6/29/2015,4
31117398,6/29/2015,0
31117588,6/29/2015,3
31117821,6/29/2015,3
31117849,6/29/2015,4
31118000,6/29/2015,0
31118236,6/29/2015,4
31118250,6/29/2015,-2
31118705,6/29/2015,0
31118785,6/29/2015,3
31118786,6/29/2015,2
31118810,6/29/2015,1
31118984,6/29/2015,2
31119026,6/29/2015,0
31119096,6/29/2015,0
31119147,6/29/2015,1
31119150,6/29/2015,13
31119292,6/29/2015,1
31119328,6/29/2015,2
31119432,6/29/2015,2
31119441,6/29/2015,3
31119586,6/29/2015,0
31119758,6/29/2015,0
31119877,6/29/2015,1
31119922,6/29/2015,1
31119935,6/29/2015,3
31119989,6/29/2015,1
31120022,6/29/2015,-3
31120295,6/29/2015,0
31120350,6/29/2015,1
31120552,6/29/2015,17
31120592,6/29/2015,1
31120932,6/29/2015,3
31121265,6/29/2015,2
31121290,6/29/2015,-1
31121302,6/29/2015,0
31121320,6/29/2015,4
31121543,6/29/2015,0
31139272,6/29/2015,0
31121645,6/29/2015,10
31121718,6/29/2015,1
31121791,6/29/2015,0
31121968,6/29/2015,2
31121970,6/29/2015,0
31122316,6/29/2015,3
31122319,6/29/2015,1
31122395,6/29/2015,1
31122493,6/29/2015,0
31122503,6/29/2015,0
31122864,6/29/2015,-1
31122915,6/29/2015,3
31123039,6/29/2015,2
31123048,6/29/2015,0
31123120,6/29/2015,0
31123144,6/29/2015,0
31123258,6/29/2015,0
31123288,6/29/2015,-1
31123402,6/29/2015,5
31123407,6/29/2015,0
31123709,6/29/2015,0
31123869,6/29/2015,2
31124122,6/29/2015,14
31124374,6/29/2015,0
31124404,6/29/2015,0
31124440,6/29/2015,-1
31124609,6/29/2015,2
31124620,6/29/2015,1
31124702,6/29/2015,4
31124810,6/29/2015,5
31124916,6/29/2015,0
31124964,6/29/2015,4
31125266,6/29/2015,2
31125301,6/29/2015,2
31125433,6/29/2015,1
31125547,6/29/2015,3
31125622,6/29/2015,0
31125666,6/29/2015,0
31125693,6/29/2015,5
31126277,6/29/2015,0
31126312,6/29/2015,0
31126475,6/29/2015,-5
31126481,6/29/2015,0
31126502,6/29/2015,0
31126606,6/29/2015,1
31126726,6/29/2015,15
31126830,6/29/2015,0
31126848,6/29/2015,1
31127056,6/29/2015,8
31127107,6/29/2015,4
31127132,6/29/2015,0
31127559,6/30/2015,2
31128022,6/30/2015,1
31128235,6/30/2015,0
31128492,6/30/2015,14
31129110,6/30/2015,0
31129372,6/30/2015,5
31129460,6/30/2015,2
31129676,6/30/2015,0
31129823,6/30/2015,4
31130061,6/30/2015,0
31130348,6/30/2015,1
31130682,6/30/2015,0
31131025,6/30/2015,1
31131336,6/30/2015,1
31131988,6/30/2015,1
31131998,6/30/2015,0
31132289,6/30/2015,1
31132483,6/30/2015,0
31132552,6/30/2015,34
31132672,6/30/2015,0
31133155,6/30/2015,0
31133382,6/30/2015,6
31133492,6/30/2015,1
31133860,6/30/2015,3
31133870,6/30/2015,4
31134062,6/30/2015,4
31134197,6/30/2015,0
31134217,6/30/2015,1
31134310,6/30/2015,3
31134334,6/30/2015,0
31134399,6/30/2015,0
31134515,6/30/2015,0
31134731,6/30/2015,1
31134907,6/30/2015,1
31134985,6/30/2015,5
31135565,6/30/2015,0
31135740,6/30/2015,3
31135813,6/30/2015,4
31135884,6/30/2015,0
31135893,6/30/2015,0
31135944,6/30/2015,5
31136227,6/30/2015,1
31136471,6/30/2015,0
31136536,6/30/2015,5
31136701,6/30/2015,11
31136794,6/30/2015,1
31136895,6/30/2015,0
31136913,6/30/2015,3
31137026,6/30/2015,0
31137059,6/30/2015,4
31137223,6/30/2015,1
31137246,6/30/2015,0
31137451,6/30/2015,0
31137657,6/30/2015,1
31137842,6/30/2015,17
31137940,6/30/2015,0
31138029,6/30/2015,0
31138167,6/30/2015,1
31138257,6/30/2015,14
31138294,6/30/2015,1
31138383,6/30/2015,10
31138388,6/30/2015,2
31138584,6/30/2015,0
31138751,6/30/2015,23
31138929,6/30/2015,2
31138970,6/30/2015,0
31139024,6/30/2015,0
31139169,6/30/2015,0
31139181,6/30/2015,2
31139241,6/30/2015,0
31139303,6/30/2015,-1
31139307,6/30/2015,4
31139356,6/30/2015,4
31139483,6/30/2015,1
31139749,6/30/2015,2
31139791,6/30/2015,6
31139838,6/30/2015,4
31139879,6/30/2015,0
31140054,6/30/2015,8
31140210,6/30/2015,0
31140315,6/30/2015,1
31140372,6/30/2015,0
31140482,6/30/2015,-1
31140567,6/30/2015,2
31141000,6/30/2015,0
31141019,6/30/2015,2
31141023,6/30/2015,2
31141788,6/30/2015,1
31141856,6/30/2015,1
31142061,6/30/2015,0
31142251,6/30/2015,0
31142280,6/30/2015,6
31142282,6/30/2015,-1
31142606,6/30/2015,0
31142635,6/30/2015,0
31142687,6/30/2015,2
31143020,6/30/2015,0
31143051,6/30/2015,1
31143077,6/30/2015,0
31143125,6/30/2015,1
31143235,6/30/2015,0
31143360,6/30/2015,4
31143390,6/30/2015,0
31143423,6/30/2015,1
31143522,6/30/2015,-1
31143727,6/30/2015,1
31143855,6/30/2015,0
31143857,6/30/2015,1
31144017,6/30/2015,2
31144101,6/30/2015,0
31144123,6/30/2015,1
31145993,6/30/2015,2
31145978,6/30/2015,3
31144331,6/30/2015,0
31144398,6/30/2015,-1
31144484,6/30/2015,3
31144536,6/30/2015,5
31144736,6/30/2015,0
31144994,6/30/2015,2
31145007,6/30/2015,-1
31145065,6/30/2015,0
31145367,6/30/2015,0
31145403,6/30/2015,0
31145481,6/30/2015,1
31145489,6/30/2015,0
31145524,6/30/2015,13
31145634,6/30/2015,1
31146076,6/30/2015,1
31146189,6/30/2015,2
31146201,6/30/2015,2
31146263,6/30/2015,0
31146479,6/30/2015,3
31146578,6/30/2015,2
31146582,6/30/2015,3
31146746,6/30/2015,2
31147019,6/30/2015,6
31147097,6/30/2015,0
31147276,6/30/2015,2
31147866,6/30/2015,0
31148086,6/30/2015,36
31148112,6/30/2015,1
31148152,6/30/2015,2
31148237,6/30/2015,1
31148423,6/30/2015,1
31148441,6/30/2015,0
31148582,6/30/2015,9
31148733,6/30/2015,2
31148828,6/30/2015,6
31149034,6/30/2015,3
31149073,6/30/2015,0
31149223,6/30/2015,3
31149536,6/30/2015,1
31149570,6/30/2015,2
31149590,6/30/2015,1
31149597,6/30/2015,1
31149659,6/30/2015,7
31149785,6/30/2015,2
31149875,6/30/2015,8
31149882,6/30/2015,0
31150028,6/30/2015,10
31150176,6/30/2015,1
31150351,6/30/2015,17
31150390,6/30/2015,2
31150467,6/30/2015,-6
31150764,7/1/2015,0
31150811,7/1/2015,1
31151101,7/1/2015,4
31151396,7/1/2015,2
31151445,7/1/2015,1
31152109,7/1/2015,0
31152960,7/1/2015,13
31153054,7/1/2015,0
31153186,7/1/2015,7
31153224,7/1/2015,0
31153405,7/1/2015,0
31153423,7/1/2015,-1
31153706,7/1/2015,2
31154748,7/1/2015,2
31155626,7/1/2015,2
31155773,7/1/2015,0
31156165,7/1/2015,6
31156643,7/1/2015,2
31156647,7/1/2015,0
31156739,7/1/2015,2
31156957,7/1/2015,20
31157569,7/1/2015,0
31157583,7/1/2015,0
31157649,7/1/2015,4
31157655,7/1/2015,0
31157791,7/1/2015,2
31157817,7/1/2015,0
31157949,7/1/2015,1
31158620,7/1/2015,0
31158895,7/1/2015,4
31159229,7/1/2015,2
31159518,7/1/2015,0
31159712,7/1/2015,0
31159858,7/1/2015,-1
31160169,7/1/2015,1
31160384,7/1/2015,1
31160421,7/1/2015,1
31160607,7/1/2015,2
31160618,7/1/2015,4
31160628,7/1/2015,1
31160978,7/1/2015,0
31161120,7/1/2015,0
31161372,7/1/2015,6
31161382,7/1/2015,2
31161437,7/1/2015,9
31162202,7/1/2015,2
31162246,7/1/2015,-3
31162328,7/1/2015,0
31162332,7/1/2015,4
31162447,7/1/2015,1
31162705,7/1/2015,0
31163353,7/1/2015,2
31163840,7/1/2015,0
31163917,7/1/2015,6
31163965,7/1/2015,2
31164175,7/1/2015,0
31164350,7/1/2015,21
31164484,7/1/2015,0
31164736,7/1/2015,2
31164774,7/1/2015,3
31165015,7/1/2015,3
31165027,7/1/2015,0
31165047,7/1/2015,0
31165141,7/1/2015,0
31165489,7/1/2015,3
31165651,7/1/2015,1
31165717,7/1/2015,0
31165722,7/1/2015,0
31165823,7/1/2015,0
31166306,7/1/2015,0
31166399,7/1/2015,0
31166537,7/1/2015,1
31166649,7/1/2015,1
31166697,7/1/2015,0
31166766,7/1/2015,0
31166984,7/1/2015,7
31167010,7/1/2015,10
31167038,7/1/2015,3
31167364,7/1/2015,5
31167460,7/1/2015,4
31167808,7/1/2015,1
31168374,7/1/2015,0
31168621,7/1/2015,3
31168944,7/1/2015,8
31169220,7/1/2015,0
31169247,7/1/2015,0
31169496,7/1/2015,1
31169602,7/1/2015,3
31169632,7/1/2015,-1
31169655,7/1/2015,0
31169724,7/1/2015,1
31169733,7/1/2015,0
31169845,7/1/2015,1
31169927,7/1/2015,1
31170103,7/1/2015,2
31170234,7/1/2015,1
31170298,7/1/2015,1
31170352,7/1/2015,1
31170372,7/1/2015,3
31170392,7/1/2015,3
31170403,7/1/2015,0
31170512,7/1/2015,0
31170522,7/1/2015,3
31170580,7/1/2015,0
31170699,7/1/2015,0
31170834,7/1/2015,-2
31171098,7/1/2015,1
31171133,7/1/2015,0
31171166,7/1/2015,0
31171292,7/1/2015,0
31171301,7/1/2015,-1
31171548,7/1/2015,2
31171673,7/1/2015,0
31171701,7/1/2015,0
31171824,7/1/2015,2
31171866,7/1/2015,-1
31172007,7/1/2015,1
31172196,7/1/2015,0
31172299,7/1/2015,6
31172425,7/1/2015,0
31172517,7/1/2015,1
31172691,7/1/2015,3
31172733,7/1/2015,0
31172751,7/1/2015,3
31172792,7/1/2015,1
31172824,7/1/2015,4
31172935,7/1/2015,2
31173207,7/1/2015,1
31173259,7/1/2015,2
31173278,7/1/2015,2
31173436,7/1/2015,2
31173500,7/1/2015,1
31173551,7/1/2015,0
31173604,7/2/2015,0
31173724,7/2/2015,2
31173774,7/2/2015,2
31173887,7/2/2015,3
31173889,7/2/2015,1
31173931,7/2/2015,1
31174158,7/2/2015,3
31174428,7/2/2015,-1
31174509,7/2/2015,1
31183022,7/2/2015,-2
31175075,7/2/2015,0
31175216,7/2/2015,5
31175236,7/2/2015,0
31175845,7/2/2015,4
31176181,7/2/2015,2
31176458,7/2/2015,0
31176709,7/2/2015,4
31176815,7/2/2015,0
31176817,7/2/2015,0
31177189,7/2/2015,8
31177295,7/2/2015,1
31177795,7/2/2015,3
31177882,7/2/2015,2
31177913,7/2/2015,2
31178043,7/2/2015,5
31178241,7/2/2015,0
31178609,7/2/2015,2
31178704,7/2/2015,0
31179674,7/2/2015,3
31179805,7/2/2015,3
31179901,7/2/2015,-1
31180006,7/2/2015,0
31180061,7/2/2015,0
31180448,7/2/2015,1
31181000,7/2/2015,0
31181440,7/2/2015,3
31181449,7/2/2015,0
31181461,7/2/2015,2
31181555,7/2/2015,0
31181559,7/2/2015,2
31182147,7/2/2015,7
